id,customer_id,last_status,pos_origin,pos_destination,created_at,updated_at,deleted_at
a0b38f9d-380c-4e89-85b5-ccda16f48f25,67bdec52-b306-45b0-92ed-212e2f127658,IN_TRANSIT,Hillbury,New Heidimouth,2023-04-27 18:28:21,2023-05-24 18:28:21,
c209c8d8-0ee0-4662-9e71-44020966c6fd,533f730c-0313-4c5b-9e37-81c49336f01e,DONE,Lake Jenniferborough,East Nicole,2023-05-31 00:41:07,2023-08-05 00:41:07,2023-08-05 00:41:07
d69bd94d-4e73-480a-97d8-208ff916b25f,8455927f-9cad-4db0-ae40-5a7bf99cedd0,DONE,East Alicia,New Angelaland,2023-06-17 03:43:16,2023-08-29 03:43:16,2023-08-29 03:43:16
1604005f-e041-42ca-94b3-10547de3fc4e,3ac65672-6972-4a92-a422-a6012351b44d,DELIVERY,Stephenton,West Catherine,2023-03-10 17:27:27,2023-06-09 17:27:27,
1a6173b4-e4bd-4de2-b0f8-9a5500f9e5bc,e63380b1-08f8-44ca-a4bb-ecf19ec5bdb1,DELIVERY,North Tracyshire,East Cynthiaton,2023-04-08 12:43:36,2023-07-04 12:43:36,
2bdfefc9-f389-42a4-b182-7b0f6585cc03,c3d048b1-956f-4c93-80ec-ac8d0f85fdfb,DELIVERY,Parksbury,New Maria,2023-08-15 06:10:30,2023-09-24 06:10:30,
14d0458c-6bf0-4b4e-b2fe-a888917dfd23,f860afe6-6de4-46eb-bd70-fe43ee55b1b3,DELIVERY,Sheltonberg,Rushstad,2023-10-25 12:07:49,2023-12-03 12:07:49,
5459da2d-9cff-4c5f-b340-4242dbb62707,7f030095-9cc1-469d-b947-fe78217c09d3,DELIVERY,East Catherineburgh,Gregoryville,2022-12-18 07:10:30,2022-12-30 07:10:30,
6d685936-e6eb-446f-8317-9dc7adf4e211,ae407b11-3cda-4fad-921e-ab6af58ac620,PENDING,West Dwaynefurt,North Robert,2023-07-14 03:02:32,2023-09-14 03:02:32,
05e7bd68-e1a8-4f39-bbd6-d968edb20a77,73254fd8-01b4-44c0-9d14-7403a3be61e4,IN_TRANSIT,Danielburgh,New Toddview,2023-05-11 01:21:15,2023-07-10 01:21:15,
afb668c2-cd2a-4736-b1f2-a061080d5f24,bee312ff-0d55-40d8-93fc-e06d92aa4d9a,CREATED,West Mathew,Parsonsborough,2022-11-19 11:20:31,2022-11-19 11:20:31,
e379f9dd-d7dc-498f-ba6a-619f07c6edde,dec817b2-d517-46fd-808e-241f3c452d86,CREATED,South Juliehaven,Port Nicholas,2023-09-29 22:03:42,2023-09-29 22:03:42,
e6afe7bc-a110-4c8e-874f-bd1832a0bdc5,62a0f096-f6af-4d16-9e5b-eee9ab1e6311,DONE,Davidfurt,South Kyle,2023-01-10 01:47:04,2023-03-21 01:47:04,2023-03-21 01:47:04
9a3b42ea-d797-4d6a-bc02-1581d46a0fe8,683df19f-e0aa-4d2e-b71b-aac13f3130c3,DONE,Erichaven,South Bruceport,2022-11-21 11:49:49,2022-12-30 11:49:49,2022-12-30 11:49:49
4eb88e96-2e9d-48a2-b46c-56331b747494,aa28a84f-6db6-4f61-a8e2-da05d6e5c525,IN_TRANSIT,Jodyshire,South Alicia,2023-03-09 00:33:00,2023-04-13 00:33:00,
b65ee420-9656-4276-8465-ab471026f74d,61338978-1b12-491f-928e-f133dd534255,DELIVERY,East Jeffery,South Johnside,2023-10-20 09:15:04,2023-11-04 09:15:04,
8afd6151-06c4-4b0b-9a16-1dafa27266c7,95f48977-0568-463c-9cd6-b3d35431971a,DELIVERY,Beckburgh,Jonview,2023-03-24 12:21:39,2023-04-19 12:21:39,
4965a932-3fa1-4ea1-b1b9-f926bfa03513,baf78be7-12b2-4c59-8b89-e504b5faf040,DELIVERY,New Michellestad,Tylerview,2023-01-04 17:33:28,2023-02-08 17:33:28,
0d0ca16d-8aa1-4075-b0e0-a9fbc0b9881c,dbb46655-b690-49f5-b902-d143b325d4f5,DONE,Johnstonland,Port Christopherborough,2023-09-17 08:47:51,2023-11-06 08:47:51,2023-11-06 08:47:51
1b72d442-5e62-4fe3-a2e4-d47fcf58b297,6747d5b4-be57-4d1f-866f-77e5b465cd40,DONE,New Mirandabury,South Kathleen,2023-02-24 10:50:16,2023-05-12 10:50:16,2023-05-12 10:50:16
c7e754cc-4ed2-4a87-8f1e-d6d06dc2f0d7,a359f73a-ba36-4431-8f1e-ae2556296627,PENDING,South Terri,Port Danielmouth,2023-05-04 18:12:03,2023-07-11 18:12:03,
309c974a-b1d0-4b76-bab8-890923ca6e43,b2dadb23-a338-4eba-8cba-b02ce9bcc7ba,PENDING,Port Bryanmouth,Seanhaven,2023-05-22 23:11:40,2023-08-18 23:11:40,
4bcf6512-b808-4b66-aa2d-38a41b6d6125,8d1255d9-099e-4134-acd2-8cc7ed14074c,DONE,Kimhaven,Sueborough,2023-08-06 11:59:59,2023-08-22 11:59:59,2023-08-22 11:59:59
984c903c-894b-480d-ab46-b24f69dd97f4,d15c039e-c13f-46ae-b1fd-c3cb8b3f0840,DELIVERY,East Brandy,Guerrerobury,2023-01-10 12:33:02,2023-01-11 12:33:02,
4c91690a-5997-46b2-b57a-09784e97867c,436e49a7-3e18-41f0-92c2-e84356f7d44b,CREATED,North Nicholasburgh,Port Aliciaburgh,2023-01-20 03:18:12,2023-01-20 03:18:12,
24705eb8-bcb1-405e-a185-c5b3d3c07436,c18e9b88-9e81-4a96-aa2a-6afbcbf95761,CREATED,Oneilltown,Port Nancytown,2022-12-12 00:25:11,2022-12-12 00:25:11,
da39c75f-2246-40a5-a075-487f6d8dd83d,f74a8886-c275-41b5-a0b7-1b726973f8d9,DELIVERY,Port Danielhaven,Richardfort,2023-05-28 09:25:57,2023-07-03 09:25:57,
5c70fe09-9739-4c2c-b992-5510f4c88782,010bf29c-a4c8-43fc-8759-d44c683796da,DELIVERY,Sextonhaven,West Kimberly,2023-08-02 21:21:19,2023-10-02 21:21:19,
c88ace74-8b8f-4b4a-9a93-2ec7d5a3755c,a0bdf670-0bd0-472a-8d1e-1b169bde5454,DELIVERY,South Anthonyhaven,East Patrick,2022-11-18 21:13:21,2023-01-22 21:13:21,
0420a2a0-41c6-4899-8913-2537974b8139,da508c29-e800-4125-9874-6011f262dd49,PENDING,Johnsonfort,Zacharytown,2023-05-05 00:35:52,2023-08-07 00:35:52,
08a73967-d685-4e52-9b1d-ac70e9069935,9a296d7c-4710-420d-9de9-bcb0254408ba,DONE,Stephenfort,North David,2023-03-14 22:24:41,2023-04-27 22:24:41,2023-04-27 22:24:41
8dd3a8b1-94a5-4a62-87e5-303a58f02154,cf8dc5c7-e78a-4f33-a2fe-9f83003ebd5e,CREATED,Lake Kaitlinberg,Henrybury,2023-06-29 06:14:15,2023-06-29 06:14:15,
804b1f2b-a1fc-4edc-afa6-e7128f7e36f1,a8198ce8-3fe2-42af-adb2-1f0fa9973268,DONE,Port Georgeborough,Cherylmouth,2023-06-19 10:20:15,2023-08-07 10:20:15,2023-08-07 10:20:15
2b558499-9817-48a0-95c0-76a651a92d38,b35d8b12-2235-411b-8487-8f2a39e9478a,CREATED,Loriborough,Calvinstad,2023-02-03 03:44:40,2023-02-03 03:44:40,
c99a3665-7c8d-4e0a-ab9f-be5d7aa0fdc7,d23457f2-d826-4d93-a6cd-d218472c87f3,DELIVERY,Danielstad,Port Candaceville,2022-12-23 20:26:46,2023-03-10 20:26:46,
ae137422-1d6c-4d42-846f-19f9509f972a,ce44a116-8551-4608-8f89-22c304f686d2,IN_TRANSIT,Veronicachester,Holmesside,2023-10-23 09:36:18,2023-12-31 09:36:18,
68e377f2-dbe5-4190-bf3f-c7e93aeca914,47ba27f2-5d7c-45aa-afa9-39bd4518439a,DONE,South Tracytown,Mitchellville,2023-02-20 18:17:35,2023-05-08 18:17:35,2023-05-08 18:17:35
c614d941-ea32-4051-95fe-6a69412db3fb,a79c7601-0ee6-4143-950d-aa17533d20a7,CREATED,Maciastown,East Kyle,2023-05-31 08:41:17,2023-05-31 08:41:17,
746d3a6e-554f-4254-86c1-c9ce038ed1a6,2023c36e-dc97-48f2-9570-84637799f23f,DELIVERY,Ericaland,Scottmouth,2023-09-28 06:27:34,2023-12-20 06:27:34,
a3e6633c-f618-4287-8b99-e097343a966b,a5161d0d-8480-437c-9ccc-c9c15fbdbd35,DELIVERY,New Samuel,East Catherine,2023-02-15 21:41:59,2023-05-06 21:41:59,
fbd56aa7-5040-4ea4-a6bd-14d9677f06c4,b2dcb715-d36e-4f08-9ac0-219f3a1e9386,PENDING,South Heather,New Richardchester,2023-07-05 04:22:02,2023-07-06 04:22:02,
a037e290-6a5b-4e28-90c5-cbdd38c2cfd0,fa06a362-aa61-4d6a-9502-6858d8874954,PENDING,South Mary,Port Denise,2023-06-02 20:21:12,2023-06-07 20:21:12,
e2bb7e3d-d7f1-4291-a0d4-8e0a7231e05e,e337fd65-b471-4493-b2c7-c85da211b675,DONE,Nancyberg,Russellland,2022-11-29 16:59:41,2022-12-09 16:59:41,2022-12-09 16:59:41
3834c066-97bd-4a0a-884a-69de5465f724,a7b53fea-3e8c-441e-94a0-5f63f872655f,IN_TRANSIT,Barrstad,Nixonmouth,2022-11-18 18:17:48,2022-11-20 18:17:48,
f6a4421d-dd73-451e-9276-75e3c2b0d655,7245d217-fb54-4577-b55f-9e9b48be2d74,DELIVERY,Kellytown,Evansfort,2023-02-07 03:03:46,2023-05-04 03:03:46,
74d2e255-bcaf-44c6-b8cd-47183214600a,f57d9fb5-252e-4b08-ad2f-f85474ea6437,CREATED,Jenniferland,New Nicholasshire,2022-12-08 19:35:15,2022-12-08 19:35:15,
3cdcc636-c5b9-4b5a-b7ae-34cc8c7c617a,2c9ae6d0-d22e-4fac-95ac-ba93dd79daf6,IN_TRANSIT,Roblesmouth,West Patriciaborough,2023-07-25 21:48:40,2023-10-12 21:48:40,
c9bfe4fd-4160-4acc-bf5b-1e1830c7f22b,3c83363a-e4aa-4f24-854d-08091a049b09,PENDING,East Christinaside,Lake Pamela,2023-04-20 08:28:36,2023-06-12 08:28:36,
ea7ced34-5538-4678-b2cc-a9eb214e227a,9eae3e0f-7aea-4197-8ea9-ae1d04d2b92d,IN_TRANSIT,Lake Timothy,West Luke,2023-05-06 00:35:32,2023-07-12 00:35:32,
ed9fd67e-04db-40dd-9ca6-dfd84d549a48,ba7c28e8-4afb-480a-9552-adfc7ed690b0,DONE,Keithchester,Reneehaven,2023-09-14 16:31:58,2023-09-22 16:31:58,2023-09-22 16:31:58
67db7f86-8435-478f-959d-8665755e8f15,85b4d90a-c4f7-4fef-a136-927cd5b1b905,DONE,Katherineland,Port Dylanburgh,2023-09-09 15:03:36,2023-12-05 15:03:36,2023-12-05 15:03:36
d3bb548f-59df-45c5-a29a-7c9ca82134e8,ced03e16-44fa-4605-8cb8-7b1642616975,DELIVERY,Clarkton,New Peggy,2023-05-20 07:32:09,2023-08-07 07:32:09,
8112b1f3-fb13-4657-906c-894de3a1ffb4,4ace7985-e479-4089-a29d-d788d19de75f,IN_TRANSIT,Rodneymouth,New Joshuamouth,2023-02-26 00:59:05,2023-04-16 00:59:05,
0dbddce7-798e-4cd7-8800-7365f7805d9c,85a31529-5c9d-4e48-9509-017946fed895,IN_TRANSIT,Taylorstad,Caldwellborough,2023-01-05 23:51:33,2023-01-16 23:51:33,
2279fd32-447e-4164-bdef-1e5e6a284a58,dd6681fb-e4b4-446f-8086-0d79ad970119,DONE,Penashire,Robertsonshire,2023-10-02 19:52:57,2023-10-24 19:52:57,2023-10-24 19:52:57
ef279b8f-e9df-4e93-bc75-2a23bfc75318,0d053b16-7a30-406c-a8b2-c3f588f4b0da,DELIVERY,North Katherineshire,Seanchester,2023-08-09 08:44:20,2023-09-03 08:44:20,
53ef7fde-a530-49f8-8b00-97037372c602,7f44075a-e28d-4866-b254-6110684341ed,PENDING,Carpenterland,Richhaven,2023-04-07 00:00:14,2023-06-30 00:00:14,
42998bd8-034b-4f31-92fc-8e0cbfd79b03,24e78a23-cc56-41e6-9ee9-8b35a18aa651,DONE,Garciaside,Samuelside,2023-06-24 11:54:15,2023-08-04 11:54:15,2023-08-04 11:54:15
9796645d-2a48-47ae-8ee9-bf012828b953,424314f2-6b53-4642-8076-952576099947,PENDING,Williamsland,Williamsbury,2023-03-18 03:56:04,2023-05-26 03:56:04,
b9ab1af4-6a2b-4909-bcfb-69c27c5509c1,49feba4a-b855-468e-afa5-3075abc3e378,CREATED,Jacquelineberg,North Regina,2023-05-13 16:56:17,2023-05-13 16:56:17,
2df7e0b4-fcd2-4174-a095-47cad7e2bcc8,93202610-7f4d-4229-8d49-a58a8ed09f8c,IN_TRANSIT,Bakermouth,Traceyhaven,2023-06-11 20:30:05,2023-08-26 20:30:05,
6660f55a-b10e-4fcf-b7e0-26b6be75e219,8ee1a9df-4dbb-46d2-948c-0cd98ba914dd,DONE,Robinsonbury,Port Mary,2023-06-23 13:48:51,2023-07-19 13:48:51,2023-07-19 13:48:51
9c0d967e-d572-4e65-b43f-08b5ced54595,f7645f44-4cc8-4de0-a43e-2449431e7106,CREATED,Port James,Sarahfort,2022-11-12 00:45:59,2022-11-12 00:45:59,
6c637001-d9c5-4f0d-a71e-69a32a993c5c,0148eb5f-ccd7-44ec-9ed8-a4e48f471ddc,IN_TRANSIT,Port Andreashire,Juliamouth,2023-04-24 12:08:05,2023-07-26 12:08:05,
3aa4048c-4d1f-4fc8-9a9f-cf7ffd44a985,476e16fb-12e8-44da-9c2d-c285d2335b14,DONE,Marshside,North Stephanie,2023-08-21 08:52:49,2023-10-13 08:52:49,2023-10-13 08:52:49
58726710-3e5d-47d6-a179-7b4f613182b3,2434062b-ebb6-4f6b-bdea-48a4721980c1,IN_TRANSIT,West Robert,New Laurenport,2023-07-23 03:14:17,2023-08-23 03:14:17,
d8f8fd97-f383-4892-916b-6b6284f448d2,df96843c-aaed-4140-ab5a-0f40f4093ac7,IN_TRANSIT,New Traci,Taylorland,2023-10-21 06:43:33,2023-12-04 06:43:33,
9811ba99-cae4-484c-8d81-42cefeb8d9aa,b4352299-5126-4ada-ab10-b17a6fe05233,DONE,Melaniefort,Frazierborough,2023-10-30 13:03:18,2023-11-04 13:03:18,2023-11-04 13:03:18
daf62bcf-d1c7-49ad-b81c-d30f27810bea,cd2328ca-fb8c-493d-9729-e61071fa23f0,DELIVERY,North Laura,Port Nichole,2023-09-24 01:37:34,2023-11-28 01:37:34,
7c8f837c-e17d-4c6f-988f-f0bb86480843,c950cbbd-04f1-493c-aa02-cc339eecca00,IN_TRANSIT,Port Natasha,Melissaton,2023-06-06 10:32:39,2023-06-29 10:32:39,
fba922ff-f3a5-41db-9db7-cc809b341b20,f2fc22c6-c9c0-49ca-a94a-ef82964859de,DELIVERY,Port Ashley,West Aaron,2023-05-02 06:40:59,2023-06-13 06:40:59,
54472b66-5058-493b-b02f-f20aeb5005a3,fc7ec8d3-c75b-4286-8c82-1d56317e9caa,CREATED,South Carolynburgh,Sanchezbury,2023-10-18 17:18:13,2023-10-18 17:18:13,
bb780e03-ed56-49e1-aa24-031cd3901ef5,9bc6fa88-e0bb-4295-8a60-afb1c06a9eac,IN_TRANSIT,Brandifort,Hillchester,2023-09-14 08:26:52,2023-12-04 08:26:52,
046b6013-1b0d-4cd1-a994-160ef17548e4,f550c64d-3eaa-4b82-9e3f-ecdcd9b8bdad,CREATED,Port Janetview,South Cynthia,2023-07-23 09:46:11,2023-07-23 09:46:11,
0a3a68dd-a224-48fe-b6db-0477d1d8789f,e3f31db8-1385-4784-919d-c19d741cfd10,DELIVERY,North Michaelbury,Jessicahaven,2023-03-03 11:36:44,2023-05-29 11:36:44,
b2bb5d75-ab73-4717-aecc-9a4a8fd20f7c,c9c892e9-ee18-4d03-a9c7-d880c9234604,PENDING,New Lauratown,North Kevin,2023-04-23 10:02:02,2023-05-22 10:02:02,
f9f104eb-38c3-48e8-adc8-52cad1c508e8,c9b91bbe-ae8c-4216-92b9-2fd1b81b846d,DELIVERY,Shepardmouth,Rodriguezfurt,2022-12-02 15:48:42,2023-02-06 15:48:42,
b49c6a79-3afa-486c-bea5-9306820b3626,dc0f53dc-8454-45f0-a2d4-306abdb9d3bc,IN_TRANSIT,Patriciaburgh,West Penny,2023-02-07 17:12:31,2023-03-15 17:12:31,
3673153d-9d9b-49f3-88f6-3046ca66108a,bf258c65-af90-4b5b-bbd0-3d93972c22a6,DELIVERY,Port Jonathan,Lake Kristenbury,2022-12-18 08:23:03,2023-01-01 08:23:03,
7e231fa0-84d3-494d-9ec7-f4f78416f591,11e2072f-68d6-4f3b-a4e2-f07821ff0029,CREATED,South Tamara,Amyberg,2023-06-12 18:42:31,2023-06-12 18:42:31,
5b3d1aca-cb83-4316-a028-1be82cfc174b,511b81ad-8666-4e06-9b24-dfed929b1d86,DONE,Edwardsport,Stephenbury,2023-04-26 07:12:31,2023-05-06 07:12:31,2023-05-06 07:12:31
c78938b6-7859-48b0-a904-35f466bc5574,d77f3e6a-faff-4a16-94d2-24769a5b8ac8,DONE,Port Jackhaven,Port Erinland,2023-03-12 07:03:52,2023-05-05 07:03:52,2023-05-05 07:03:52
cc01de9b-509c-4c27-b627-f92c7985a218,ee26be6d-a73b-4142-b526-1ff125f57b3b,DELIVERY,Fredmouth,Port Amy,2023-04-02 02:08:18,2023-04-04 02:08:18,
7a010ffa-202d-42b8-a2d0-b2417ea744cb,977bdd18-a282-4e63-968f-b844c248095a,DELIVERY,Lake Karenstad,New Jodi,2022-11-16 14:05:03,2023-02-07 14:05:03,
83ef7887-411f-4f99-becd-a65092338afd,a08c4448-d3fe-496b-ae3f-f2058a21c9c8,IN_TRANSIT,New Ann,West Nicole,2022-12-04 22:00:32,2023-01-02 22:00:32,
b42eefe9-31f1-4c10-beac-0de70d33628b,5f8a7e60-8fe5-4b85-ad82-e88a7d933eb7,IN_TRANSIT,Jamesview,New Audreyfurt,2023-07-29 09:07:53,2023-08-11 09:07:53,
be3bc113-ee3d-4945-903b-a1eb354350a4,15e2319e-df32-408c-afc8-bf1a3d44dbd0,DELIVERY,Port Margaretburgh,Rachelfort,2023-08-22 08:09:27,2023-09-05 08:09:27,
1b78cce9-438f-4822-98f8-18933b8c07c9,18285370-812d-4c27-adce-5e75c2250e60,CREATED,West Jessica,Charleshaven,2023-03-27 04:03:46,2023-03-27 04:03:46,
309664f7-c6a7-43d1-9a17-a1fedbaf643f,ebf6ac70-9ff6-4b41-a8fe-1288a91982df,IN_TRANSIT,South Jamesfort,Samuelton,2023-05-19 17:45:02,2023-08-09 17:45:02,
ce15bc66-5121-48aa-aeb3-03e1c33828b5,be865d8d-425c-4b7b-9ebf-a746d7a9f2b2,IN_TRANSIT,Port Randallfort,Shannonport,2023-03-10 15:25:57,2023-05-25 15:25:57,
ad8ac84c-9a9d-4f24-9b35-3628a0c8eb97,f467af63-451b-4eeb-bf5c-5b8f1a2a5f1e,DELIVERY,Lake Emilyport,Shortchester,2023-05-13 03:02:34,2023-06-30 03:02:34,
facda5d2-f214-4277-a909-d8390cc5c5cf,8415c2d8-d001-4b0a-864a-051f28f9781f,PENDING,West Richardton,East Stephanie,2023-01-07 05:46:53,2023-03-04 05:46:53,
cbdd8c6b-4e28-40eb-8296-a8cb34ea1bdd,0f546231-0b14-4b47-a213-d2f7a6372ca7,DELIVERY,North Stacy,Acevedotown,2022-12-31 11:32:26,2023-01-16 11:32:26,
3d0bddf3-bc98-4400-8c13-925748431502,5e10d37f-bd10-47ea-bf14-ed8a4b56037e,IN_TRANSIT,North Courtneyfort,Taylorside,2023-04-22 14:54:59,2023-05-29 14:54:59,
92099235-3eea-4e99-9bfa-768fdaadb823,984e67e1-e244-4813-8076-ecf5e4bdf05c,DONE,West Ericland,West Stephanieton,2023-08-23 12:55:08,2023-11-07 12:55:08,2023-11-07 12:55:08
89fa9a9e-704c-4108-afc4-e3bb8f0ef933,7fbecafd-a020-4756-bff0-5775388ba0d5,PENDING,Dennischester,West Stephaniemouth,2023-04-16 20:27:06,2023-05-21 20:27:06,
234dbbfc-678d-473e-a3ae-206b510b0f57,7500baf5-0279-49a3-b95e-5db2ee34bdaf,PENDING,West Valeriemouth,South Gina,2023-07-30 00:05:26,2023-09-23 00:05:26,
d25b8f0c-dff8-4cdd-9a64-3c8dfa6b6631,fbeafd7c-4825-482a-84dd-3675fd4d6737,CREATED,Brentview,Lake Jeffreyton,2023-07-22 10:41:54,2023-07-22 10:41:54,
05dd448b-edd0-405b-926e-a61e31b1f9ae,64ace02d-39f8-470e-ab50-eafef63feea1,IN_TRANSIT,North Laurenstad,West Territon,2023-02-06 17:31:12,2023-04-14 17:31:12,
01010ac9-90d7-4896-af30-8dbdbba9691e,39d43560-0ea8-4d92-83bf-3e38653bf99e,DELIVERY,Millerstad,Angelashire,2023-04-03 06:18:51,2023-04-06 06:18:51,
d10d0d35-f8ba-4800-84ab-842fe0a7b42a,12331c3e-55a1-4715-b490-cddfcf0f5056,IN_TRANSIT,North Michaela,East John,2023-01-12 19:01:12,2023-04-01 19:01:12,
123661cd-6817-42b6-8fe8-55eb7933cece,46e13489-cdff-49bc-959a-ab680786c28c,IN_TRANSIT,West Nicholasburgh,West Molly,2022-12-17 04:43:47,2023-01-10 04:43:47,
909d783c-2804-4559-9ecc-12ad75bb988a,5172338c-e6ed-4654-8434-a93af0723327,PENDING,North Josephville,New David,2023-03-14 22:25:02,2023-06-12 22:25:02,
b07bb53a-5416-4db6-b818-5dd3a4929907,a6abb6dd-117e-4db5-a458-5aaeadd6c4b2,DONE,West Walter,Maryfurt,2023-04-30 20:47:11,2023-05-05 20:47:11,2023-05-05 20:47:11
e3bbd6e8-eb8f-4f65-a8f9-4bf5ffcc9b67,23fb1187-6792-4c4a-adf1-74fe9e141f2b,DONE,Gailview,Lake Annaport,2023-06-28 17:42:40,2023-08-05 17:42:40,2023-08-05 17:42:40
0f26ad47-80a4-4ddf-8b9a-492466762682,c5cb5979-3fc7-490a-928e-637e50c55808,DELIVERY,Mitchellhaven,South Rachelhaven,2023-05-28 21:16:57,2023-09-03 21:16:57,
a82e55fc-fa02-4a05-8217-68ecfc449d7f,4a5f7130-aee0-4015-b5ac-1f434d7699df,CREATED,West Robert,Deanton,2023-02-20 06:47:17,2023-02-20 06:47:17,
c9bf4bb2-530f-4cc6-8ce8-49eb707a2686,e63d36e7-8957-4085-b33f-a5f4c6867bcd,CREATED,Port Brandonstad,Curtisburgh,2022-12-22 21:58:35,2022-12-22 21:58:35,
d7365fea-5dbe-4052-92f9-3932c05c0e41,354457ca-01c6-42bd-b2c9-75bd54327f99,CREATED,North Ambermouth,West Andreastad,2023-10-22 11:23:33,2023-10-22 11:23:33,
658596d7-91e6-46e8-8bb5-84eb02781fd6,62e56bc9-6b8f-4b76-a5d8-84812d3528a3,CREATED,New David,Bellchester,2023-10-22 05:43:31,2023-10-22 05:43:31,
3ed7370a-7710-4181-a2c3-043e4b57bd28,7829701d-1b5b-48a9-ab5e-89e1963ae13f,CREATED,North William,Michelleport,2023-10-03 04:17:05,2023-10-03 04:17:05,
120d47a7-cb6d-4f15-8ad2-4ebdcbd51d78,be98ccb3-f1ac-4e2c-bfdb-3afe86119ab2,IN_TRANSIT,Gonzalezberg,Jamesmouth,2023-05-28 05:57:52,2023-06-27 05:57:52,
ae7bb170-eb56-46e2-8d97-e581956fa681,99101a42-3cd5-4b76-967e-cd15c5045c97,DONE,Boyershire,Port Randymouth,2022-12-19 18:53:43,2023-01-26 18:53:43,2023-01-26 18:53:43
74ce6845-985f-4fcf-abe3-deccb1e0716e,d0578a4c-09db-4ccf-b39f-1f3aba888164,IN_TRANSIT,Hurstborough,Thomastown,2023-09-05 10:45:13,2023-09-11 10:45:13,
67b7ce0d-e9bd-43e0-9764-f000c37abc62,4a059765-75e0-4df2-95ac-89f3b9f9df70,PENDING,Nealton,Moorefurt,2022-11-13 09:33:10,2023-01-12 09:33:10,
7d1d74c2-a2bf-4b10-88bc-15b597552c75,9e8dff7f-8677-4085-ae99-bb4b10217888,PENDING,East Joseph,Wilsonshire,2022-12-31 10:51:42,2023-03-01 10:51:42,
977882a3-1019-45e0-b64c-44867b13f6d5,c3ed53b4-9d27-48d3-80a8-da971e0efe1b,DONE,Sherryberg,North Mistyberg,2022-11-11 09:16:11,2022-11-29 09:16:11,2022-11-29 09:16:11
80773ea0-d0ff-4adc-b296-922982152f65,ab1e5dac-6d96-4891-acc4-282dcdf11fcf,PENDING,Karenfort,Montoyaport,2023-10-03 12:09:43,2023-12-21 12:09:43,
1381cc59-dcad-4b96-8fe8-a2d92ff60bb5,b517ddc9-b0e3-496e-a097-128e2dc9c4ef,PENDING,Ashleytown,Cheyenneland,2023-08-24 13:38:49,2023-09-10 13:38:49,
14cc8697-1060-4eaa-bd41-5a928def2805,4532d234-a1f1-494d-bc5d-dfebebe9075b,DONE,East Robin,South Christine,2023-09-06 01:38:12,2023-10-15 01:38:12,2023-10-15 01:38:12
08bf92cc-13a1-4c61-9cf8-661f3bf74df5,c8b39aca-5643-448c-826e-03ac8b1b57a5,DONE,Port Jennifer,Michaelland,2023-06-29 12:14:55,2023-09-06 12:14:55,2023-09-06 12:14:55
1e146df6-028e-463d-8df2-977e4b3d53b7,a9803f0d-e261-4f5e-8b0d-707b94b072a1,PENDING,Sabrinamouth,Moralesport,2023-07-05 00:05:52,2023-09-02 00:05:52,
8a3bb7f8-0fa1-4b61-b24b-825008d0e5dd,56cd9ca2-55ef-4332-8b05-10c05424be5d,IN_TRANSIT,Dannyview,Ambermouth,2022-12-14 10:14:05,2023-02-09 10:14:05,
32cf3d1c-5421-4727-8678-969401af6ef6,7fd57ac2-1505-40b0-aef3-3daad5a38af6,PENDING,Woodsberg,West Kristenhaven,2023-11-09 04:33:14,2024-01-23 04:33:14,
3f57ab6e-334a-4f10-85db-6bf2e1a79088,5f792a51-06f8-4205-bb3d-ffa2c1f830ce,DONE,West Christineville,Adamburgh,2023-01-16 19:39:57,2023-03-30 19:39:57,2023-03-30 19:39:57
626c3086-5798-4e83-b58c-057c459aba7d,7e2381f6-8b57-43d7-9b99-cb4d7b228b89,DONE,Goldenland,Port Zachary,2023-07-27 05:16:52,2023-09-24 05:16:52,2023-09-24 05:16:52
51553670-97f6-494b-8b9e-c81915b1ddf3,84047a27-7c06-4501-97f0-cd8304afcd08,PENDING,Lake Melissahaven,Josephborough,2023-06-30 22:05:22,2023-09-12 22:05:22,
bfb14da1-0def-48ca-9b53-36d49cdf9453,62ed0479-7ad2-4440-b982-d4795c36a532,IN_TRANSIT,New Joseph,Whitneyside,2023-05-06 21:24:04,2023-05-27 21:24:04,
6bed1efd-1759-4569-b679-a3d4eb450e14,297f8c08-723d-4a1a-aca5-a9c63afbfce2,DONE,Port Willieville,Cainshire,2023-11-02 12:49:39,2024-01-04 12:49:39,2024-01-04 12:49:39
6023dd5b-fbbc-4d2f-a45a-6fb68f969c7a,c1067d26-d670-4f27-91fe-9fad4164dfd8,CREATED,Port Williammouth,West Alison,2023-08-24 00:36:52,2023-08-24 00:36:52,
498e91fd-6079-4673-a983-161afd4ac162,b0e6fd29-7df3-419a-854a-8d068a92d3f0,CREATED,Teresaborough,West Danielle,2023-01-15 10:40:54,2023-01-15 10:40:54,
edb35ab9-c5d9-4f82-9e40-0c44208b9b8d,f9b74208-47f8-4ce3-bf86-6b6157a81ff5,CREATED,Freemanchester,Frenchmouth,2023-04-03 11:12:03,2023-04-03 11:12:03,
d7b7c673-6389-45d6-b480-03d69c57c042,24a88d64-cdfa-4f1f-98dc-81e84eee6725,IN_TRANSIT,Port Lisaton,Longfurt,2023-03-22 11:32:09,2023-05-09 11:32:09,
